window_id,source_file,class,label_index,vessel_name,vessel_group,session_identifier,split,start_seconds,end_seconds,source_sample_rate_hz,config_hash
cargo-62-000060000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,60.000,65.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000065000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,65.000,70.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000070000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,70.000,75.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000075000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,75.000,80.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000080000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,80.000,85.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000085000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,85.000,90.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000090000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,90.000,95.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000095000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,95.000,100.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000100000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,100.000,105.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000105000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,105.000,110.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000110000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,110.000,115.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000115000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,115.000,120.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000120000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,120.000,125.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000125000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,125.000,130.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000130000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,130.000,135.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000135000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,135.000,140.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000140000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,140.000,145.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000145000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,145.000,150.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000150000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,150.000,155.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000155000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,155.000,160.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000160000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,160.000,165.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000165000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,165.000,170.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000170000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,170.000,175.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000175000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,175.000,180.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000180000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,180.000,185.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000185000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,185.000,190.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-62-000190000ms,Cargo/62.wav,Cargo,0,ANASTASIA,anastasia,Cargo-20171202-123015-62,validation,190.000,195.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000000000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,0.000,5.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000005000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,5.000,10.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000010000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,10.000,15.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000015000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,15.000,20.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000020000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,20.000,25.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000025000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,25.000,30.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000030000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,30.000,35.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000035000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,35.000,40.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000040000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,40.000,45.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000045000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,45.000,50.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000050000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,50.000,55.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000055000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,55.000,60.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000060000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,60.000,65.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000065000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,65.000,70.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000070000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,70.000,75.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000075000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,75.000,80.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000080000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,80.000,85.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000085000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,85.000,90.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000090000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,90.000,95.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000095000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,95.000,100.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000100000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,100.000,105.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000105000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,105.000,110.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000110000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,110.000,115.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000115000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,115.000,120.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000120000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,120.000,125.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000125000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,125.000,130.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000130000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,130.000,135.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000135000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,135.000,140.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000140000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,140.000,145.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000145000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,145.000,150.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000150000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,150.000,155.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000155000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,155.000,160.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000160000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,160.000,165.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000165000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,165.000,170.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000170000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,170.000,175.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-69-000175000ms,Cargo/69.wav,Cargo,0,PRINCESS SUPERIOR,princess superior,Cargo-20171205-030344-69,train,175.000,180.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000000000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,0.000,5.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000005000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,5.000,10.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000010000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,10.000,15.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000015000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,15.000,20.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000020000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,20.000,25.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000025000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,25.000,30.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000030000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,30.000,35.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000035000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,35.000,40.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000040000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,40.000,45.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000045000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,45.000,50.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000050000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,50.000,55.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000055000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,55.000,60.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000060000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,60.000,65.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000065000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,65.000,70.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000070000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,70.000,75.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000075000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,75.000,80.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000080000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,80.000,85.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000085000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,85.000,90.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000090000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,90.000,95.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000095000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,95.000,100.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000100000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,100.000,105.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000105000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,105.000,110.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000110000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,110.000,115.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000115000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,115.000,120.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000120000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,120.000,125.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000125000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,125.000,130.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000130000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,130.000,135.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000135000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,135.000,140.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000140000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,140.000,145.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000145000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,145.000,150.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000150000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,150.000,155.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000155000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,155.000,160.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000160000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,160.000,165.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000165000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,165.000,170.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000170000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,170.000,175.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000175000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,175.000,180.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000180000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,180.000,185.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-78-000185000ms,Cargo/78.wav,Cargo,0,CMA CGM,cma cgm,Cargo-20171207-010450-78,validation,185.000,190.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000000000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,0.000,5.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000005000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,5.000,10.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000010000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,10.000,15.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000015000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,15.000,20.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000020000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,20.000,25.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000025000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,25.000,30.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000030000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,30.000,35.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000035000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,35.000,40.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000040000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,40.000,45.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000045000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,45.000,50.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000050000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,50.000,55.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000055000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,55.000,60.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000060000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,60.000,65.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000065000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,65.000,70.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000070000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,70.000,75.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000075000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,75.000,80.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000080000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,80.000,85.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000085000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,85.000,90.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000090000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,90.000,95.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
cargo-96-000095000ms,Cargo/96.wav,Cargo,0,STAR HARMONIA,star harmonia,Cargo-20171213-154210-96,train,95.000,100.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba
